step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_RET,c0_Param_CIO,c1_Param_TxPower,c1_Param_RET,c1_Param_CIO
209,422000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
210,424000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
211,426000000000,CCO,c0_TxPower_delta,2,0.202948,2.02948,3.85714,13.1716,0.408428,-81.7893,-6.01265,3.95969,1,0,0,0.293952,2.93952,4.71429,15.2284,0.591572,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
212,428000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
213,430000000000,MLB,c0_CIO_delta,-1,0.294162,2.94162,4.71429,15.1883,0.591736,-80.7893,-5.16181,3.95969,1,0,0,0.202955,2.02955,3.85714,13.2117,0.408264,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
214,432000000000,ES,c0_TxPower_delta,-1,0.294186,2.94186,4.71429,15.1881,0.591896,-80.7893,-5.16181,3.95969,1,0,0,0.202837,2.02837,3.85714,13.2119,0.408104,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
215,434000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
216,436000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
217,438000000000,CCO,c1_TxPower_delta,2,0.294162,2.94162,4.71429,15.1883,0.591724,-80.7893,-5.16181,3.95969,1,0,0,0.202965,2.02965,3.85714,13.2117,0.408276,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
218,440000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
219,442000000000,MLB,c1_CIO_delta,-1,0.202982,2.02982,3.85714,13.1716,0.408435,-81.7893,-6.01265,3.95969,1,0,0,0.293993,2.93993,4.71429,15.2284,0.591565,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
220,444000000000,ES,c1_TxPower_delta,-1,0.202972,2.02972,3.85714,13.1716,0.408396,-81.7893,-6.01265,3.95969,1,0,0,0.294025,2.94025,4.71429,15.2284,0.591604,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
221,446000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
222,448000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
223,450000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.1715,0.408537,-81.7893,-6.01265,3.95969,1,0,0,0.293965,2.93965,4.71429,15.2285,0.591463,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
224,452000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
225,454000000000,MLB,c0_CIO_delta,-1,0.294113,2.94113,4.71429,15.1882,0.591756,-80.7893,-5.16181,3.95969,1,0,0,0.202905,2.02905,3.85714,13.2118,0.408244,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
226,456000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.1882,0.591796,-80.7893,-5.16181,3.95969,1,0,0,0.202905,2.02905,3.85714,13.2118,0.408204,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
227,458000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
228,460000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
229,462000000000,CCO,c1_TxPower_delta,2,0.294076,2.94076,4.71429,15.1883,0.591673,-80.7893,-5.16181,3.95969,1,0,0,0.202948,2.02948,3.85714,13.2117,0.408327,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
230,464000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
231,466000000000,MLB,c1_CIO_delta,-1,0.203015,2.03015,3.85714,13.1716,0.408397,-81.7893,-6.01265,3.95969,1,0,0,0.294087,2.94087,4.71429,15.2284,0.591603,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
232,468000000000,ES,c1_TxPower_delta,-1,0.202985,2.02985,3.85714,13.1716,0.40844,-81.7893,-6.01265,3.95969,1,0,0,0.293991,2.93991,4.71429,15.2284,0.59156,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
233,470000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
234,472000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
235,474000000000,CCO,c0_TxPower_delta,2,0.202998,2.02998,3.85714,13.1716,0.408376,-81.7893,-6.01265,3.95969,1,0,0,0.294089,2.94089,4.71429,15.2284,0.591624,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
236,476000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
237,478000000000,MLB,c0_CIO_delta,-1,0.294235,2.94235,4.71429,15.1882,0.591816,-80.7893,-5.16181,3.95969,1,0,0,0.202938,2.02938,3.85714,13.2118,0.408184,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
238,480000000000,ES,c0_TxPower_delta,-1,0.294211,2.94211,4.71429,15.1882,0.591784,-80.7893,-5.16181,3.95969,1,0,0,0.202948,2.02948,3.85714,13.2118,0.408216,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
239,482000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
240,484000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
241,486000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.1882,0.591784,-80.7893,-5.16181,3.95969,1,0,0,0.202931,2.02931,3.85714,13.2118,0.408216,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
242,488000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
243,490000000000,MLB,c1_CIO_delta,-1,0.203032,2.03032,3.85714,13.1715,0.408548,-81.7893,-6.01265,3.95969,1,0,0,0.293928,2.93928,4.71429,15.2285,0.591452,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
244,492000000000,ES,c1_TxPower_delta,-1,0.202955,2.02955,3.85714,13.1717,0.408284,-81.7893,-6.01265,3.95969,1,0,0,0.294138,2.94138,4.71429,15.2283,0.591716,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
245,494000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
246,496000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
247,498000000000,CCO,c0_TxPower_delta,2,0.202998,2.02998,3.85714,13.1715,0.408548,-81.7893,-6.01265,3.95969,1,0,0,0.293879,2.93879,4.71429,15.2285,0.591452,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
