step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_RET,c0_Param_CIO,c1_Param_TxPower,c1_Param_RET,c1_Param_CIO
10,24000000000,ES,c0_TxPower_delta,0,0.203049,2.03049,3.85714,12.08,0.5,-80.5692,-5.59137,4.17993,1,0,0,0.203049,2.03049,3.85714,11.48,0.5,-80.5692,-5.59137,4.17993,1,0,0,46,7,3,46,7,3
11,26000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,12.08,0.5,-80.5692,-5.59137,4.17993,1,0,0,0.203049,2.03049,3.85714,11.48,0.5,-80.5692,-5.59137,4.17993,1,0,0,46,7,3,46,7,3
12,28000000000,CCO,c0_RET_delta,-1,0.203049,2.03049,3.85714,12.08,0.5,-80.5692,-5.59137,4.17993,1,0,0,0.203049,2.03049,3.85714,11.48,0.5,-80.5692,-5.59137,4.17993,1,0,0,46,7,3,46,7,3
13,30000000000,CCO,c1_RET_delta,-1,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.595,4.17835,1,0,0,0.203049,2.03049,3.85714,11.48,0.5,-80.5692,-5.58778,4.14614,1,0,0,46,6,3,46,7,3
14,32000000000,ES,c0_TxPower_delta,0,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.59141,4.14455,1,0,0,0.203049,2.03049,3.85714,12.52,0.5,-80.6157,-5.59141,4.14455,1,0,0,46,6,3,46,6,3
15,34000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.59141,4.14455,1,0,0,0.203049,2.03049,3.85714,12.52,0.5,-80.6157,-5.59141,4.14455,1,0,0,46,6,3,46,6,3
16,36000000000,ES,c1_TxPower_delta,0,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.59141,4.14455,1,0,0,0.203049,2.03049,3.85714,12.52,0.5,-80.6157,-5.59141,4.14455,1,0,0,46,6,3,46,6,3
17,38000000000,MLB,c0_CIO_delta,0,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.59141,4.14455,1,0,0,0.203049,2.03049,3.85714,12.52,0.5,-80.6157,-5.59141,4.14455,1,0,0,46,6,3,46,6,3
18,40000000000,CCO,c1_RET_delta,-1,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.59141,4.14455,1,0,0,0.203049,2.03049,3.85714,12.52,0.5,-80.6157,-5.59141,4.14455,1,0,0,46,6,3,46,6,3
19,42000000000,CCO,c0_RET_delta,-1,0.203049,2.03049,3.85714,13.12,0.5,-80.6157,-5.58539,4.10974,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59748,4.14362,1,0,0,46,6,3,46,5,3
20,44000000000,ES,c1_TxPower_delta,0,0.203049,2.03049,3.85714,14,0.5,-80.6679,-5.59145,4.10881,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59145,4.10881,1,0,0,46,5,3,46,5,3
21,46000000000,MLB,c0_CIO_delta,0,0.203049,2.03049,3.85714,14,0.5,-80.6679,-5.59145,4.10881,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59145,4.10881,1,0,0,46,5,3,46,5,3
22,48000000000,ES,c0_TxPower_delta,0,0.203049,2.03049,3.85714,14,0.5,-80.6679,-5.59145,4.10881,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59145,4.10881,1,0,0,46,5,3,46,5,3
23,50000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,14,0.5,-80.6679,-5.59145,4.10881,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59145,4.10881,1,0,0,46,5,3,46,5,3
24,52000000000,CCO,c0_RET_delta,-1,0.203049,2.03049,3.85714,14,0.5,-80.6679,-5.59145,4.10881,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.59145,4.10881,1,0,0,46,5,3,46,5,3
25,54000000000,CCO,c1_RET_delta,-1,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.59997,4.10856,1,0,0,0.203049,2.03049,3.85714,13.4,0.5,-80.6679,-5.583,4.073,1,0,0,46,4,3,46,5,3
26,56000000000,ES,c0_TxPower_delta,0,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.5915,4.07274,1,0,0,0.203049,2.03049,3.85714,14.12,0.5,-80.7257,-5.5915,4.07274,1,0,0,46,4,3,46,4,3
27,58000000000,MLB,c1_CIO_delta,0,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.5915,4.07274,1,0,0,0.203049,2.03049,3.85714,14.12,0.5,-80.7257,-5.5915,4.07274,1,0,0,46,4,3,46,4,3
28,60000000000,ES,c1_TxPower_delta,0,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.5915,4.07274,1,0,0,0.203049,2.03049,3.85714,14.12,0.5,-80.7257,-5.5915,4.07274,1,0,0,46,4,3,46,4,3
29,62000000000,MLB,c0_CIO_delta,0,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.5915,4.07274,1,0,0,0.203049,2.03049,3.85714,14.12,0.5,-80.7257,-5.5915,4.07274,1,0,0,46,4,3,46,4,3
30,64000000000,CCO,c1_RET_delta,-1,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.5915,4.07274,1,0,0,0.203049,2.03049,3.85714,14.12,0.5,-80.7257,-5.5915,4.07274,1,0,0,46,4,3,46,4,3
31,66000000000,CCO,c0_RET_delta,-1,0.203049,2.03049,3.85714,14.72,0.5,-80.7257,-5.58062,4.03592,1,0,0,0.203049,2.03049,3.85714,14.68,0.5,-80.7893,-5.60246,4.07317,1,0,0,46,4,3,46,3,3
32,68000000000,ES,c1_TxPower_delta,0,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.59155,4.03635,1,0,0,0.203049,2.03049,3.85714,14.68,0.5,-80.7893,-5.59155,4.03635,1,0,0,46,3,3,46,3,3
33,70000000000,MLB,c0_CIO_delta,0,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.59155,4.03635,1,0,0,0.203049,2.03049,3.85714,14.68,0.5,-80.7893,-5.59155,4.03635,1,0,0,46,3,3,46,3,3
34,72000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.59155,4.03635,1,0,0,0.203049,2.03049,3.85714,14.68,0.5,-80.7893,-5.59155,4.03635,1,0,0,46,3,3,46,3,3
35,74000000000,MLB,c1_CIO_delta,-1,0.202998,2.02998,3.85714,13.1715,0.408456,-81.7893,-6.04497,4.03635,1,0,0,0.293991,2.93991,4.71429,14.5885,0.591544,-80.7893,-5.18746,4.03635,1,0,0,45,3,3,46,3,3
36,76000000000,CCO,c0_TxPower_delta,2,0.202868,2.02868,3.85714,13.1718,0.40823,-81.7893,-6.04497,4.03635,1,0,0,0.294077,2.94077,4.71429,14.5882,0.59177,-80.7893,-5.18746,4.03635,1,0,0,45,3,3,46,3,2
37,78000000000,CCO,c1_RET_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.59155,4.03635,1,0,0,0.203049,2.03049,3.85714,14.68,0.5,-80.7893,-5.59155,4.03635,1,0,0,46,3,3,46,3,2
38,80000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.57825,3.99853,1,0,0,0.203049,2.03049,3.85714,15.08,0.5,-80.8585,-5.60496,4.03747,1,0,0,46,3,3,46,2,2
39,82000000000,MLB,c1_CIO_delta,-1,0.202955,2.02955,3.85714,13.1715,0.408515,-81.7893,-6.03014,3.99853,1,0,0,0.293856,2.93856,4.71429,14.9885,0.591485,-80.8585,-5.19933,4.03747,1,0,0,45,3,3,46,2,2
40,84000000000,ES,c1_TxPower_delta,0,0.202962,2.02962,3.85714,13.1717,0.408343,-81.7893,-6.03014,3.99853,1,0,0,0.294076,2.94076,4.71429,14.9883,0.591657,-80.8585,-5.19933,4.03747,1,0,0,45,3,3,46,2,1
41,86000000000,MLB,c0_CIO_delta,0,0.203032,2.03032,3.85714,13.1716,0.408396,-81.7893,-6.03014,3.99853,1,0,0,0.294113,2.94113,4.71429,14.9884,0.591604,-80.8585,-5.19933,4.03747,1,0,0,45,3,3,46,2,1
42,88000000000,CCO,c1_RET_delta,-1,0.202998,2.02998,3.85714,13.1716,0.408366,-81.7893,-6.03014,3.99853,1,0,0,0.2941,2.941,4.71429,14.9884,0.591634,-80.8585,-5.19933,4.03747,1,0,0,45,3,3,46,2,1
43,90000000000,CCO,c0_TxPower_delta,2,0.203032,2.03032,3.85714,13.1714,0.408555,-81.7893,-6.01265,3.95969,1,0,0,0.293919,2.93919,4.71429,15.2286,0.591445,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
44,92000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
45,94000000000,MLB,c0_CIO_delta,-1,0.294186,2.94186,4.71429,15.1883,0.591744,-80.7893,-5.16181,3.95969,1,0,0,0.202965,2.02965,3.85714,13.2117,0.408256,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
46,96000000000,ES,c0_TxPower_delta,-1,0.294162,2.94162,4.71429,15.1883,0.591704,-80.7893,-5.16181,3.95969,1,0,0,0.202982,2.02982,3.85714,13.2117,0.408296,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
47,98000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
48,100000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
49,102000000000,CCO,c1_TxPower_delta,2,0.294186,2.94186,4.71429,15.1883,0.591704,-80.7893,-5.16181,3.95969,1,0,0,0.202998,2.02998,3.85714,13.2117,0.408296,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
50,104000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
51,106000000000,MLB,c1_CIO_delta,-1,0.202998,2.02998,3.85714,13.1715,0.408518,-81.7893,-6.01265,3.95969,1,0,0,0.293916,2.93916,4.71429,15.2285,0.591482,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
52,108000000000,ES,c1_TxPower_delta,-1,0.202998,2.02998,3.85714,13.1715,0.408457,-81.7893,-6.01265,3.95969,1,0,0,0.29399,2.9399,4.71429,15.2285,0.591543,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
53,110000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
54,112000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
55,114000000000,CCO,c0_TxPower_delta,2,0.203032,2.03032,3.85714,13.1714,0.408567,-81.7893,-6.01265,3.95969,1,0,0,0.293905,2.93905,4.71429,15.2286,0.591433,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
56,116000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
57,118000000000,MLB,c0_CIO_delta,-1,0.294113,2.94113,4.71429,15.1883,0.591704,-80.7893,-5.16181,3.95969,1,0,0,0.202948,2.02948,3.85714,13.2117,0.408296,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
58,120000000000,ES,c0_TxPower_delta,-1,0.294089,2.94089,4.71429,15.1882,0.591764,-80.7893,-5.16181,3.95969,1,0,0,0.202881,2.02881,3.85714,13.2118,0.408236,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
59,122000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
60,124000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
61,126000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.1883,0.591716,-80.7893,-5.16181,3.95969,1,0,0,0.202921,2.02921,3.85714,13.2117,0.408284,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
62,128000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
63,130000000000,MLB,c1_CIO_delta,-1,0.203049,2.03049,3.85714,13.1715,0.408487,-81.7893,-6.01265,3.95969,1,0,0,0.294027,2.94027,4.71429,15.2285,0.591513,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
64,132000000000,ES,c1_TxPower_delta,-1,0.203005,2.03005,3.85714,13.1715,0.408464,-81.7893,-6.01265,3.95969,1,0,0,0.293991,2.93991,4.71429,15.2285,0.591536,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
65,134000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
66,136000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
67,138000000000,CCO,c0_TxPower_delta,2,0.202998,2.02998,3.85714,13.1715,0.408488,-81.7893,-6.01265,3.95969,1,0,0,0.293952,2.93952,4.71429,15.2285,0.591512,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
68,140000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
69,142000000000,MLB,c0_CIO_delta,-1,0.294211,2.94211,4.71429,15.1882,0.59184,-80.7893,-5.16181,3.95969,1,0,0,0.202901,2.02901,3.85714,13.2118,0.40816,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
70,144000000000,ES,c0_TxPower_delta,-1,0.294211,2.94211,4.71429,15.1882,0.591844,-80.7893,-5.16181,3.95969,1,0,0,0.202898,2.02898,3.85714,13.2118,0.408156,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
71,146000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
72,148000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
73,150000000000,CCO,c1_TxPower_delta,2,0.29399,2.9399,4.71429,15.1883,0.591663,-80.7893,-5.16181,3.95969,1,0,0,0.202898,2.02898,3.85714,13.2117,0.408337,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
74,152000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
75,154000000000,MLB,c1_CIO_delta,-1,0.203001,2.03001,3.85714,13.1715,0.408482,-81.7893,-6.01265,3.95969,1,0,0,0.293964,2.93964,4.71429,15.2285,0.591518,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
76,156000000000,ES,c1_TxPower_delta,-1,0.203015,2.03015,3.85714,13.1716,0.408447,-81.7893,-6.01265,3.95969,1,0,0,0.294027,2.94027,4.71429,15.2284,0.591553,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
77,158000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
78,160000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
79,162000000000,CCO,c0_TxPower_delta,2,0.203032,2.03032,3.85714,13.1715,0.408476,-81.7893,-6.01265,3.95969,1,0,0,0.294016,2.94016,4.71429,15.2285,0.591524,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
80,164000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
81,166000000000,MLB,c0_CIO_delta,-1,0.294112,2.94112,4.71429,15.1883,0.591703,-80.7893,-5.16181,3.95969,1,0,0,0.202948,2.02948,3.85714,13.2117,0.408297,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
82,168000000000,ES,c0_TxPower_delta,-1,0.294149,2.94149,4.71429,15.1883,0.591654,-80.7893,-5.16181,3.95969,1,0,0,0.203015,2.03015,3.85714,13.2117,0.408346,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
83,170000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
84,172000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
85,174000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.1883,0.591716,-80.7893,-5.16181,3.95969,1,0,0,0.202955,2.02955,3.85714,13.2117,0.408284,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
86,176000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
87,178000000000,MLB,c1_CIO_delta,-1,0.203032,2.03032,3.85714,13.1714,0.40863,-81.7893,-6.01265,3.95969,1,0,0,0.293829,2.93829,4.71429,15.2286,0.59137,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
88,180000000000,ES,c1_TxPower_delta,-1,0.203005,2.03005,3.85714,13.1715,0.408506,-81.7893,-6.01265,3.95969,1,0,0,0.293941,2.93941,4.71429,15.2285,0.591494,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
89,182000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
90,184000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
91,186000000000,CCO,c0_TxPower_delta,2,0.203015,2.03015,3.85714,13.1715,0.408496,-81.7893,-6.01265,3.95969,1,0,0,0.293967,2.93967,4.71429,15.2285,0.591504,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
92,188000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,3,46,1,1
93,190000000000,MLB,c0_CIO_delta,-1,0.294138,2.94138,4.71429,15.1883,0.591716,-80.7893,-5.16181,3.95969,1,0,0,0.202955,2.02955,3.85714,13.2117,0.408284,-81.9334,-6.07765,4.03927,1,0,0,46,3,3,45,1,1
94,192000000000,ES,c0_TxPower_delta,-1,0.294149,2.94149,4.71429,15.1882,0.591774,-80.7893,-5.16181,3.95969,1,0,0,0.202914,2.02914,3.85714,13.2118,0.408226,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,1
95,194000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
96,196000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,2
97,198000000000,CCO,c1_TxPower_delta,2,0.294138,2.94138,4.71429,15.1882,0.591764,-80.7893,-5.16181,3.95969,1,0,0,0.202914,2.02914,3.85714,13.2118,0.408236,-81.9334,-6.07765,4.03927,1,0,0,46,3,2,45,1,2
98,200000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,15.28,0.5,-80.7893,-5.56257,3.95969,1,0,0,0.203049,2.03049,3.85714,15.32,0.5,-80.9334,-5.62087,4.03927,1,0,0,46,3,2,46,1,2
99,202000000000,MLB,c1_CIO_delta,-1,0.203015,2.03015,3.85714,13.1715,0.408508,-81.7893,-6.01265,3.95969,1,0,0,0.293952,2.93952,4.71429,15.2285,0.591492,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,2
100,204000000000,ES,c1_TxPower_delta,-1,0.202988,2.02988,3.85714,13.1717,0.408324,-81.7893,-6.01265,3.95969,1,0,0,0.294138,2.94138,4.71429,15.2283,0.591676,-80.9334,-5.21342,4.03927,1,0,0,45,3,2,46,1,1
101,206000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,2,45,1,1
102,208000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.08,0.5,-81.7893,-5.56263,3.95969,1,0,0,0.203049,2.03049,3.85714,13.12,0.5,-81.9334,-5.62093,4.03927,1,0,0,45,3,3,45,1,1
103,210000000000,CCO,c0_TxPower_delta,2,0.203032,2.03032,3.85714,13.1715,0.408465,-81.7893,-6.01265,3.95969,1,0,0,0.294028,2.94028,4.71429,15.2285,0.591535,-80.9334,-5.21342,4.03927,1,0,0,45,3,3,46,1,1
