step,time_ns,xapp,adjusted_param,adjusted_value,c0_rbUtil,c0_dlThroughput,c0_AvgCqi,c0_SINR,c0_trafficLoad,c0_RSRP,c0_RSRQ,c0_ulSinr,c0_hoSuccessRate,c0_hoFailureRate,c0_hoAttempts,c1_rbUtil,c1_dlThroughput,c1_AvgCqi,c1_SINR,c1_trafficLoad,c1_RSRP,c1_RSRQ,c1_ulSinr,c1_hoSuccessRate,c1_hoFailureRate,c1_hoAttempts,c0_Param_TxPower,c0_Param_CIO,c1_Param_TxPower,c1_Param_CIO
216,436000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
217,438000000000,CCO,c1_TxPower_delta,2,0.294089,2.94089,4.71429,15.9084,0.591604,-87.3623,-5.18802,4.7471,1,0,0,0.203015,2.03015,3.85714,13.2916,0.408396,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
218,440000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
219,442000000000,MLB,c1_CIO_delta,-1,0.202982,2.02982,3.85714,13.8916,0.408375,-88.3623,-6.04523,4.7471,1,0,0,0.294066,2.94066,4.71429,15.3084,0.591625,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
220,444000000000,ES,c1_TxPower_delta,-1,0.202921,2.02921,3.85714,13.8917,0.408276,-88.3623,-6.04523,4.7471,1,0,0,0.294099,2.94099,4.71429,15.3083,0.591724,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
221,446000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
222,448000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
223,450000000000,CCO,c0_TxPower_delta,2,0.202998,2.02998,3.85714,13.8916,0.408417,-88.3623,-6.04523,4.7471,1,0,0,0.294038,2.94038,4.71429,15.3084,0.591583,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
224,452000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
225,454000000000,MLB,c0_CIO_delta,-1,0.293978,2.93978,4.71429,15.9084,0.591605,-87.3623,-5.18802,4.7471,1,0,0,0.202938,2.02938,3.85714,13.2916,0.408395,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
226,456000000000,ES,c0_TxPower_delta,-1,0.294064,2.94064,4.71429,15.9083,0.591716,-87.3623,-5.18802,4.7471,1,0,0,0.202905,2.02905,3.85714,13.2917,0.408284,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
227,458000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
228,460000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
229,462000000000,CCO,c1_TxPower_delta,2,0.294027,2.94027,4.71429,15.9084,0.591573,-87.3623,-5.18802,4.7471,1,0,0,0.202998,2.02998,3.85714,13.2916,0.408427,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
230,464000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
231,466000000000,MLB,c1_CIO_delta,-1,0.202965,2.02965,3.85714,13.8917,0.408337,-88.3623,-6.04523,4.7471,1,0,0,0.294087,2.94087,4.71429,15.3083,0.591663,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
232,468000000000,ES,c1_TxPower_delta,-1,0.202934,2.02934,3.85714,13.8917,0.408279,-88.3623,-6.04523,4.7471,1,0,0,0.294113,2.94113,4.71429,15.3083,0.591721,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
233,470000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
234,472000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
235,474000000000,CCO,c0_TxPower_delta,2,0.202965,2.02965,3.85714,13.8917,0.408296,-88.3623,-6.04523,4.7471,1,0,0,0.294138,2.94138,4.71429,15.3083,0.591704,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
236,476000000000,ES,c1_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,3,46,2
237,478000000000,MLB,c0_CIO_delta,-1,0.294211,2.94211,4.71429,15.9082,0.591756,-87.3623,-5.18802,4.7471,1,0,0,0.202972,2.02972,3.85714,13.2918,0.408244,-88.3623,-6.04523,4.7471,1,0,0,46,3,45,2
238,480000000000,ES,c0_TxPower_delta,-1,0.294186,2.94186,4.71429,15.9083,0.591744,-87.3623,-5.18802,4.7471,1,0,0,0.202965,2.02965,3.85714,13.2917,0.408256,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,2
239,482000000000,MLB,c1_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
240,484000000000,CCO,c0_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,3
241,486000000000,CCO,c1_TxPower_delta,2,0.294162,2.94162,4.71429,15.9083,0.591704,-87.3623,-5.18802,4.7471,1,0,0,0.202982,2.02982,3.85714,13.2917,0.408296,-88.3623,-6.04523,4.7471,1,0,0,46,2,45,3
242,488000000000,ES,c0_TxPower_delta,-1,0.203049,2.03049,3.85714,16,0.5,-87.3623,-5.59187,4.7471,1,0,0,0.203049,2.03049,3.85714,15.4,0.5,-87.3623,-5.59187,4.7471,1,0,0,46,2,46,3
243,490000000000,MLB,c1_CIO_delta,-1,0.203015,2.03015,3.85714,13.8915,0.408457,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3085,0.591543,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,3
244,492000000000,ES,c1_TxPower_delta,-1,0.202878,2.02878,3.85714,13.8918,0.408172,-88.3623,-6.04523,4.7471,1,0,0,0.294162,2.94162,4.71429,15.3082,0.591828,-87.3623,-5.18802,4.7471,1,0,0,45,2,46,2
245,494000000000,MLB,c0_CIO_delta,1,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,2,45,2
246,496000000000,CCO,c1_TxPower_delta,2,0.203049,2.03049,3.85714,13.8,0.5,-88.3623,-5.59217,4.7471,1,0,0,0.203049,2.03049,3.85714,13.2,0.5,-88.3623,-5.59217,4.7471,1,0,0,45,3,45,2
247,498000000000,CCO,c0_TxPower_delta,2,0.202948,2.02948,3.85714,13.8916,0.408377,-88.3623,-6.04523,4.7471,1,0,0,0.294014,2.94014,4.71429,15.3084,0.591623,-87.3623,-5.18802,4.7471,1,0,0,45,3,46,2
